Gender|Age_Scaled|Salary_Transformed_Scaled|Purchased
1|-1.7817974284598157|-1.8092535387727728|0
1|-0.25358735848624026|-1.7525496007164285|0
0|-1.1132055228463764|-0.7257009341520686|0
0|-1.017692393473028|-0.24649321020477474|0
1|-1.7817974284598157|0.31128123836745286|0
1|-1.017692393473028|-0.21483351666312644|0
0|-1.017692393473028|0.523340071980836|0
0|-0.5401267466062857|1.9645293377130784|1
1|-1.2087186522197249|-1.1224195736009757|0
0|-0.25358735848624026|-0.001009782433330805|0
0|-1.1132055228463764|0.4187397286636396|0
0|-1.1132055228463764|-0.40947490085868216|0
1|-1.6862842990864673|0.5746340747591703|0
1|-0.5401267466062857|-1.86758968595003|0
1|-1.8773105578331641|0.4713836341205812|0
1|-0.826666134726331|0.4187397286636396|0
1|0.8925701939939412|-1.4896447506190582|1
1|0.7015439352472443|-1.4405748256992055|1
1|0.7970570646205928|-1.3453987077653666|1
0|0.9880833233672897|-1.299183935845121|1
1|0.7015439352472443|-1.643557107653854|1
0|0.8925701939939412|-0.5113471798550525|1
1|0.9880833233672897|-0.8007038516459645|1
0|0.7015439352472443|-1.643557107653854|1
1|0.7970570646205928|-1.591062618913316|1
1|0.8925701939939412|-1.7525496007164285|1
1|1.083596452740638|-1.3453987077653666|1
0|0.8925701939939412|-1.2538201979755998|1
1|-0.826666134726331|-0.7257009341520686|0
1|-0.6356398759796341|-1.86758968595003|0
1|-0.6356398759796341|0.2564079856104718|0
0|-1.017692393473028|1.7130293747195209|1
0|-1.5907711697131186|-1.9897473423938328|0
0|-0.9221792640996795|-0.6889041651316449|0
1|-1.017692393473028|0.675327676844211|0
1|-0.25358735848624026|-1.392511759229525|0
0|-0.4446136172329372|-1.3453987077653666|0
1|-0.7311530053529826|-0.5113471798550525|0
0|-1.1132055228463764|0.20072958145898004|0
0|-1.017692393473028|-1.2092642133620666|0
0|-1.017692393473028|-1.9276998387739412|0
0|-0.4446136172329372|-0.44307174684437006|0
1|-0.25358735848624026|1.1010401864772905|0
1|-0.7311530053529826|-2.0539219481360615|0
0|-0.9221792640996795|0.523340071980836|0
1|-1.3997449109664217|-1.7525496007164285|0
1|-1.2087186522197249|0.39215171929487896|0
0|-1.017692393473028|-0.3433103707677001|0
1|-0.7311530053529826|1.6732124921866964|1
0|-0.6356398759796341|0.6503841854402429|0
0|-1.3042317815930733|-1.1654762169400295|0
0|-1.8773105578331641|-0.6889041651316449|0
0|-0.826666134726331|0.49744618607075153|0
0|-0.25358735848624026|-1.591062618913316|0
0|-1.017692393473028|-0.21483351666312644|0
0|-1.3042317815930733|-0.3107231393860048|0
0|-1.3997449109664217|-0.5460484330187604|0
1|-0.9221792640996795|0.39215171929487896|0
1|-1.4952580403397702|-1.86758968595003|0
0|-0.5401267466062857|1.2995437127320209|0
1|-1.017692393473028|-1.7525496007164285|0
1|-1.2087186522197249|0.6000400806355956|0
0|-1.3997449109664217|0.028503661419228568|0
1|-0.5401267466062857|1.3638717692565847|1
0|2.0387277464741227|0.49744618607075153|0
1|-1.3042317815930733|-0.21483351666312644|0
1|-1.3042317815930733|-1.8092535387727728|0
0|-1.3997449109664217|0.4713836341205812|0
0|-1.4952580403397702|-0.060779719182830434|0
0|-0.6356398759796341|0.08681604219981309|0
1|-1.2087186522197249|0.4187397286636396|0
0|-1.3042317815930733|-1.392511759229525|0
0|-1.6862842990864673|-1.591062618913316|0
0|-0.4446136172329372|1.2123743086857794|0
1|-0.5401267466062857|-1.86758968595003|0
1|-0.34910048785958875|1.190323180870987|1
1|-1.8773105578331641|-0.40947490085868216|0
0|-1.4952580403397702|-1.392511759229525|0
0|-0.9221792640996795|0.6000400806355956|0
0|-1.1132055228463764|-1.9276998387739412|0
1|-0.7311530053529826|0.4187397286636396|0
1|0.12846515900715358|-0.7629617907113324|0
1|-1.6862842990864673|-0.5113471798550525|0
1|-0.25358735848624026|0.6252892058178371|0
0|-0.7311530053529826|-0.09104831898423221|0
0|-0.6356398759796341|1.321084121944176|1
1|-1.3042317815930733|-0.3107231393860048|0
0|-0.9221792640996795|0.5490683720498095|0
1|-1.1132055228463764|0.4451492402422408|0
1|-0.25358735848624026|-0.47702549141390754|0
1|-1.4952580403397702|0.4451492402422408|0
0|-0.7311530053529826|1.2779038638034061|0
1|-1.1132055228463764|-2.0539219481360615|0
0|-0.826666134726331|-1.3453987077653666|0
0|-0.826666134726331|0.49744618607075153|0
0|-0.25358735848624026|-0.6889041651316449|0
0|-0.25358735848624026|-1.4896447506190582|0
1|-0.9221792640996795|1.4273389113705741|1
1|-0.25358735848624026|0.22867153872189408|0
0|-0.9221792640996795|-0.9568659050829864|0
1|-1.017692393473028|0.6252892058178371|0
1|-0.9221792640996795|-0.18346662545504122|0
0|-0.5401267466062857|0.5746340747591703|0
0|-0.4446136172329372|1.9456108739093918|1
0|-1.7817974284598157|-1.6973538560918544|0
1|-1.5907711697131186|0.20072958145898004|0
0|-1.1132055228463764|-1.0383675010072633|0
1|-1.017692393473028|0.6503841854402429|0
1|-1.1132055228463764|0.5746340747591703|0
0|0.03295202963380511|0.4187397286636396|0
0|0.12846515900715358|0.17257770464561564|0
0|-0.06256109973954335|0.17257770464561564|0
1|0.03295202963380511|-0.12158115838448774|0
1|-0.06256109973954335|-0.3107231393860048|0
1|0.415004547127199|0.4187397286636396|0
1|0.22397828838050202|-0.24649321020477474|0
1|-0.25358735848624026|0.28394318056294604|0
1|-0.15807422911289182|-0.40947490085868216|0
1|0.22397828838050202|-0.18346662545504122|0
1|0.3194914177538505|-0.18346662545504122|0
0|-0.15807422911289182|0.28394318056294604|0
1|-0.06256109973954335|0.20072958145898004|0
0|0.22397828838050202|0.28394318056294604|0
1|-0.25358735848624026|-0.3762244447559573|0
